TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BANDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
22.50,6,17864,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
18.75,5,19701,202301,Jan,Wed,Afternoon,low,Coffee,Barista Espresso,Latte,Astoria
15.00,6,28042,202301,Jan,Wed,Afternoon,low,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
13.00,4,27995,202301,Jan,Wed,Afternoon,low,Bakery,Biscotti,Hazelnut Biscotti,Astoria
20.00,8,21882,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
30.00,10,29999,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
17.50,7,27925,202301,Jan,Wed,Afternoon,low,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
18.75,5,11806,202301,Jan,Wed,Afternoon,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
12.00,6,32087,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
22.50,9,52266,202301,Jan,Wed,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
18.00,6,28023,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
9.00,3,3884,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
3.00,1,1867,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
30.00,12,48063,202301,Jan,Wed,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
6.00,2,7815,202301,Jan,Wed,Afternoon,low,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
3.25,1,1870,202301,Jan,Wed,Afternoon,low,Bakery,Scone,Cranberry Scone,Hell's Kitchen
4.50,1,1872,202301,Jan,Wed,Afternoon,low,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
17.00,4,13924,202301,Jan,Wed,Afternoon,low,Coffee,Barista Espresso,Latte Rg,Astoria
6.00,2,7865,202301,Jan,Wed,Afternoon,low,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
9.00,2,3893,202301,Jan,Wed,Afternoon,low,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
22.95,9,42129,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
11.25,3,17923,202301,Jan,Wed,Afternoon,low,Bakery,Pastry,Almond Croissant,Astoria
18.75,5,37960,202301,Jan,Wed,Afternoon,low,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
6.00,2,1854,202301,Jan,Wed,Afternoon,low,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
29.40,12,33621,202301,Jan,Wed,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
8.80,4,14032,202301,Jan,Wed,Afternoon,low,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
30.00,8,38322,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Latte,Hell's Kitchen
22.50,6,19848,202301,Jan,Wed,Afternoon,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
24.00,8,9686,202301,Jan,Wed,Afternoon,Med,Tea,Brewed herbal tea,Peppermint Lg,Astoria
15.00,6,23993,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
7.50,3,30090,202301,Jan,Wed,Afternoon,low,Tea,Brewed Black tea,Earl Grey Rg,Astoria
22.50,9,62368,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Black tea,English Breakfast Rg,Astoria
27.90,9,25814,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
11.25,3,17983,202301,Jan,Wed,Afternoon,low,Bakery,Pastry,Almond Croissant,Lower Manhattan
20.00,8,46203,202301,Jan,Wed,Afternoon,low,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
9.80,4,9927,202301,Jan,Wed,Afternoon,low,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
24.80,8,50329,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
21.70,7,24161,202301,Jan,Wed,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
12.75,5,9835,202301,Jan,Wed,Afternoon,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
18.00,6,32171,202301,Jan,Wed,Afternoon,low,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
15.00,6,24031,202301,Jan,Wed,Afternoon,low,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
3.50,1,1906,202301,Jan,Wed,Afternoon,low,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
22.00,10,54447,202301,Jan,Wed,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
48.00,16,80386,202301,Jan,Wed,Afternoon,High,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
14.00,4,36324,202301,Jan,Wed,Afternoon,low,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
21.00,7,32112,202301,Jan,Wed,Afternoon,Med,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
25.00,10,60522,202301,Jan,Wed,Afternoon,Med,Tea,Brewed herbal tea,Peppermint Rg,Astoria
17.50,5,42066,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
25.00,10,48141,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
6.00,3,12059,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
25.50,6,40399,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Cappuccino Lg,Astoria
18.60,6,36035,202301,Jan,Wed,Afternoon,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
21.25,5,26143,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
12.50,5,30194,202301,Jan,Wed,Afternoon,low,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
38.50,11,60317,202301,Jan,Wed,Afternoon,Med,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
38.25,9,36097,202301,Jan,Wed,Afternoon,Med,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
18.00,6,13876,202301,Jan,Wed,Afternoon,low,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
17.50,7,11847,202301,Jan,Wed,Afternoon,low,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
27.00,6,46186,202301,Jan,Wed,Afternoon,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan
15.00,5,26216,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
11.25,3,12065,202301,Jan,Wed,Afternoon,low,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan
14.45,5,22071,202301,Jan,Wed,Afternoon,low,Bakery,Scone,Ginger Scone,Lower Manhattan
3.00,1,1950,202301,Jan,Wed,Afternoon,low,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
22.50,6,38266,202301,Jan,Wed,Afternoon,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
48.00,16,60261,202301,Jan,Wed,Afternoon,High,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
21.00,7,19967,202301,Jan,Wed,Afternoon,Med,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
6.00,3,18087,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
28.00,8,40387,202301,Jan,Wed,Afternoon,Med,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
6.00,2,16026,202301,Jan,Wed,Afternoon,low,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
17.50,7,46426,202301,Jan,Wed,Afternoon,low,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
19.00,4,24106,202301,Jan,Wed,Afternoon,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
3.50,1,1988,202301,Jan,Wed,Afternoon,low,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
17.60,8,50140,202301,Jan,Wed,Afternoon,low,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
8.50,2,1997,202301,Jan,Wed,Afternoon,low,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
30.00,8,30208,202301,Jan,Wed,Afternoon,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
19.80,9,56525,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
15.00,5,32219,202301,Jan,Wed,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
27.00,9,50454,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
11.00,5,32190,202301,Jan,Wed,Afternoon,low,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
7.50,2,8010,202301,Jan,Wed,Afternoon,low,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
16.00,8,38265,202301,Jan,Wed,Afternoon,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
32.00,8,40458,202301,Jan,Wed,Afternoon,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
15.00,5,18128,202301,Jan,Wed,Afternoon,low,Tea,Brewed Black tea,Earl Grey Lg,Astoria
28.00,14,77687,202301,Jan,Wed,Evening,Med,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
13.00,4,20564,202301,Jan,Wed,Evening,low,Bakery,Scone,Ginger Scone,Astoria
33.25,7,32613,202301,Jan,Wed,Evening,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
24.80,8,24436,202301,Jan,Wed,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
21.00,6,18384,202301,Jan,Wed,Evening,Med,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
14.25,3,12234,202301,Jan,Wed,Evening,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
17.50,7,26611,202301,Jan,Wed,Evening,low,Tea,Brewed Black tea,Earl Grey Rg,Astoria
10.00,4,16325,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Peppermint Rg,Astoria
33.00,11,45124,202301,Jan,Wed,Evening,Med,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
9.00,3,12262,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
39.00,13,71407,202301,Jan,Wed,Evening,Med,Tea,Brewed herbal tea,Peppermint Lg,Astoria
19.60,8,46924,202301,Jan,Wed,Evening,low,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
17.50,5,28624,202301,Jan,Wed,Evening,low,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
17.60,8,57093,202301,Jan,Wed,Evening,low,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
17.50,7,24479,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
15.00,5,20592,202301,Jan,Wed,Evening,low,Tea,Brewed Black tea,Earl Grey Lg,Astoria
30.00,8,57337,202301,Jan,Wed,Evening,Med,Bakery,Pastry,Chocolate Croissant,Astoria
5.10,2,2057,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
4.40,2,2058,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
12.00,6,12316,202301,Jan,Wed,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
16.00,8,42821,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
10.50,3,18323,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
24.00,6,26564,202301,Jan,Wed,Evening,Med,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
22.00,10,69379,202301,Jan,Wed,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
16.25,5,50841,202301,Jan,Wed,Evening,low,Bakery,Scone,Cranberry Scone,Astoria
37.50,10,59193,202301,Jan,Wed,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
37.20,12,28785,202301,Jan,Wed,Evening,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
16.00,8,65243,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
9.00,3,8096,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
21.00,7,32658,202301,Jan,Wed,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
25.50,6,20258,202301,Jan,Wed,Evening,Med,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
5.00,2,2074,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan
15.00,6,32611,202301,Jan,Wed,Evening,low,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
15.30,6,30608,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
6.00,2,8125,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
20.00,8,44954,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
24.50,10,53127,202301,Jan,Wed,Evening,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
15.00,5,20528,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
18.00,4,6442,202301,Jan,Wed,Evening,low,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
30.00,8,36539,202301,Jan,Wed,Evening,Med,Coffee,Barista Espresso,Latte,Lower Manhattan
10.20,4,4176,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
30.00,10,59349,202301,Jan,Wed,Evening,Med,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
24.00,8,32503,202301,Jan,Wed,Evening,Med,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
37.50,10,42925,202301,Jan,Wed,Evening,Med,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
10.00,4,4206,202301,Jan,Wed,Evening,low,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
10.50,3,4213,202301,Jan,Wed,Evening,low,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
7.50,2,4229,202301,Jan,Wed,Evening,low,Bakery,Pastry,Almond Croissant,Lower Manhattan
24.00,8,43051,202301,Jan,Wed,Evening,Med,Tea,Brewed Black tea,English Breakfast Lg,Astoria
5.00,2,4223,202301,Jan,Wed,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
33.00,11,36745,202301,Jan,Wed,Evening,Med,Coffee,Barista Espresso,Espresso shot,Astoria
12.40,4,22470,202301,Jan,Wed,Evening,low,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria
4.25,1,2105,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
13.20,6,32854,202301,Jan,Wed,Evening,low,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
10.50,3,10343,202301,Jan,Wed,Evening,low,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
8.00,4,10354,202301,Jan,Wed,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
9.00,3,16378,202301,Jan,Wed,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
3.75,1,2119,202301,Jan,Wed,Evening,low,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
11.25,3,30202,202301,Jan,Wed,Afternoon,low,Bakery,Scone,Jumbo Savory Scone,Astoria
19.00,4,7972,202301,Jan,Wed,Afternoon,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
10.50,3,14276,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
18.00,6,22331,202301,Jan,Wed,Evening,low,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
6.50,2,8150,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
15.00,6,6458,202301,Jan,Wed,Evening,low,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
18.75,5,40884,202301,Jan,Wed,Evening,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
21.00,7,51026,202301,Jan,Wed,Evening,Med,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
12.00,4,14279,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
11.25,3,12391,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Cappuccino,Astoria
7.50,2,8181,202301,Jan,Wed,Evening,low,Bakery,Scone,Jumbo Savory Scone,Astoria
36.00,8,26727,202301,Jan,Wed,Evening,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
21.00,6,24670,202301,Jan,Wed,Evening,Med,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
9.00,3,16419,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
10.00,4,4335,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
6.50,2,12341,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
7.50,3,16371,202301,Jan,Wed,Evening,low,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
13.00,4,30718,202301,Jan,Wed,Evening,low,Bakery,Scone,Ginger Scone,Hell's Kitchen
15.00,6,32722,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
12.75,3,12359,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
13.20,5,28606,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
9.00,3,8171,202301,Jan,Wed,Evening,low,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
3.50,1,2157,202301,Jan,Wed,Evening,low,Bakery,Pastry,Croissant,Hell's Kitchen
4.25,1,2160,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
10.50,3,22493,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
27.90,9,47443,202301,Jan,Wed,Evening,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
3.75,1,2165,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Latte,Hell's Kitchen
28.50,6,38829,202301,Jan,Wed,Evening,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
8.50,2,16430,202301,Jan,Wed,Evening,low,Coffee,Barista Espresso,Latte Rg,Astoria
28.00,8,38865,202301,Jan,Wed,Evening,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria
21.00,7,32732,202301,Jan,Wed,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
2.50,1,2174,202301,Jan,Wed,Evening,low,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
18.00,6,18467,202301,Jan,Wed,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
26.25,7,42930,202301,Jan,Wed,Evening,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
6.50,2,8268,202301,Jan,Wed,Evening,low,Bakery,Scone,Cranberry Scone,Hell's Kitchen
10.50,3,14616,202301,Jan,Wed,Evening,low,Bakery,Biscotti,Ginger Biscotti,Astoria
57.50,23,99648,202301,Jan,Thu,Morning,High,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
42.50,17,93660,202301,Jan,Thu,Morning,High,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
63.00,21,90320,202301,Jan,Thu,Morning,Very High,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
35.10,12,59023,202301,Jan,Thu,Morning,Med,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
52.00,13,68682,202301,Jan,Thu,Morning,High,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
72.00,24,139562,202301,Jan,Thu,Morning,Very High,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
63.75,17,92458,202301,Jan,Thu,Morning,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
42.50,10,51185,202301,Jan,Thu,Morning,High,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
27.00,9,74777,202301,Jan,Thu,Morning,Med,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
24.80,8,37662,202301,Jan,Thu,Morning,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
63.00,18,104162,202301,Jan,Thu,Morning,Very High,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
37.50,15,97987,202301,Jan,Thu,Morning,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
34.30,14,87757,202301,Jan,Thu,Morning,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
60.00,16,95766,202301,Jan,Thu,Morning,High,Coffee,Barista Espresso,Latte,Lower Manhattan
30.00,8,50639,202301,Jan,Thu,Morning,Med,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
30.00,8,35481,202301,Jan,Thu,Morning,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
54.00,18,90112,202301,Jan,Thu,Morning,High,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
17.50,5,39682,202301,Jan,Thu,Morning,low,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
42.50,17,93584,202301,Jan,Thu,Morning,High,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
51.00,12,75267,202301,Jan,Thu,Morning,High,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
33.75,9,80858,202301,Jan,Thu,Morning,Med,Bakery,Pastry,Almond Croissant,Lower Manhattan
60.00,20,123046,202301,Jan,Thu,Morning,High,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
24.00,8,36033,202301,Jan,Thu,Morning,Med,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
22.50,9,54359,202301,Jan,Thu,Morning,Med,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
30.00,12,66743,202301,Jan,Thu,Morning,Med,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
30.00,10,50828,202301,Jan,Thu,Morning,Med,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
37.50,15,66868,202301,Jan,Thu,Morning,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
56.00,16,53237,202301,Jan,Thu,Morning,High,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
20.00,10,56698,202301,Jan,Thu,Morning,low,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
33.75,9,89573,202301,Jan,Thu,Morning,Med,Bakery,Pastry,Almond Croissant,Hell's Kitchen
31.50,9,70957,202301,Jan,Thu,Morning,Med,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
26.00,13,76613,202301,Jan,Thu,Morning,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
17.15,7,39795,202301,Jan,Thu,Morning,low,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
66.00,22,168787,202301,Jan,Thu,Morning,Very High,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
104.50,22,116525,202301,Jan,Thu,Morning,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
15.00,5,31722,202301,Jan,Thu,Morning,low,Bakery,Scone,Oatmeal Scone,Lower Manhattan
39.00,13,52185,202301,Jan,Thu,Morning,Med,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
13.00,4,25539,202301,Jan,Thu,Morning,low,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
24.50,7,58866,202301,Jan,Thu,Morning,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
48.40,22,125184,202301,Jan,Thu,Morning,High,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
44.90,14,117374,202301,Jan,Thu,Morning,High,Bakery,Scone,Ginger Scone,Lower Manhattan
22.00,10,42007,202301,Jan,Thu,Morning,Med,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
93.50,22,104206,202301,Jan,Thu,Morning,Very High,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
60.00,16,83641,202301,Jan,Thu,Morning,High,Coffee,Barista Espresso,Latte,Hell's Kitchen
22.50,6,58272,202301,Jan,Thu,Morning,Med,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
24.20,11,43876,202301,Jan,Thu,Morning,Med,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
31.00,10,52827,202301,Jan,Thu,Morning,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
20.00,8,36598,202301,Jan,Thu,Morning,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
27.90,9,44120,202301,Jan,Thu,Morning,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
20.00,8,50345,202301,Jan,Thu,Morning,low,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
39.00,13,87085,202301,Jan,Thu,Morning,Med,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
